customer_id,country,province,city,gender,marital_status,occupation_code,income,birth_date,onboard_date,occupation_title,is_small_business,industry_code,employee_count,sales,established_date,industry,label,account_age_days,account_lifetime,age,occupation,business_age,income_missing_flag,n_txn_abm,sum_amt_abm,mean_amt_abm,median_amt_abm,std_amt_abm,cv_amt_abm,has_abm,n_txn_card,sum_amt_card,mean_amt_card,median_amt_card,std_amt_card,cv_amt_card,has_card,n_txn_cheque,sum_amt_cheque,mean_amt_cheque,median_amt_cheque,std_amt_cheque,cv_amt_cheque,has_cheque,n_txn_eft,sum_amt_eft,mean_amt_eft,median_amt_eft,std_amt_eft,cv_amt_eft,has_eft,n_txn_emt,sum_amt_emt,mean_amt_emt,median_amt_emt,std_amt_emt,cv_amt_emt,has_emt,n_txn_wire,sum_amt_wire,mean_amt_wire,median_amt_wire,std_amt_wire,cv_amt_wire,has_wire,n_txn_wu,sum_amt_wu,mean_amt_wu,median_amt_wu,std_amt_wu,cv_amt_wu,has_wu,sum_amt_total,n_txn_total,num_channels_used,share_amt_abm,share_amt_card,share_amt_cheque,share_amt_eft,share_amt_emt,share_amt_wire,share_amt_wu,max_channel_share,transaction_frequency_7d,transaction_volume_7d,transaction_size_mean_7d,transaction_size_median_7d,transaction_size_variance_7d,transaction_round_amount_frequency_7d,transaction_same_amount_frequency_7d,transaction_frequency_90d,transaction_volume_90d,transaction_size_mean_90d,transaction_size_median_90d,transaction_size_variance_90d,transaction_round_amount_frequency_90d,transaction_same_amount_frequency_90d,transaction_unique_merchants,transaction_most_frequent_merchant,transaction_ecommerce_ratio,transaction_ecommerce_frequency_ratio,transaction_unique_countries,transaction_most_frequent_country,cross_border_ratio,max_transaction_frequency_7d,max_transaction_frequency_90d,days_since_last_transaction,incoming_volume_7d,incoming_volume_90d,count_txn_below_threshold_frequency,channel_credit_volume,channel_debit_volume,cash_ratio,wire_ratio,abm_cash_deposit_volume,abm_cash_withdrawal_volume,median_hold_time_funds,incoming_to_outgoing_time_mean,txn_to_sales_ratio,txn_volume_vs_income,txn_volume_vs_occupation_median
SYNID0100102872,CA,ON,STRATFORD,FEMALE,Married,10010,125230.0,2/13/1974,8/20/2006,Financial managers,0,,,,,,0.0,6739,6739,52.0,Financial managers,0,0,1,1062.05,1062.05,1062.05,0.0,0.0,1,3,279.26,93.08666667,90.5,26.753948,0.287409024,1,9,12703.94,1411.548889,878.83,1546.322278,1.09547908,1,9,3050.4,338.9333333,106.38,490.6112779,1.447515572,1,16,9166.2,572.8875,67.98,1021.835557,1.783658322,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,26261.85,38,5,0.040440791,0.010633676,0.483741244,0.116153279,0.349031009,0.0,0.0,0.483741244,4,8131.01,2032.7525,1617.105,3938873.377,0.0,0.0,36,24196.27,672.1186111,95.415,1199580.045,0.0,0.0,2,5542,0.0,0.0,1,CA,0.0,3,3,3,7922.64,19640.45,0.0,19640.45,4555.82,0.043893129,0.0,1062.05,0.0,96.0,135.9364869,,0.193214645,0.584161707
SYNID0100117701,CA,AB,FORT MCMURRAY,MALE,Married,SELF_EMPLOYED,45397.0,2/10/1979,12/26/2021,self_employed,0,,,,,,0.0,1132,1132,47.0,,0,0,5,1176.5,235.3,210.74,134.0533396,0.56971245,1,4,76.27,19.0675,11.91,22.50901801,1.180491308,1,0,0.0,0.0,0.0,0.0,0.0,0,7,6981.61,997.3728571,642.74,1128.199583,1.131171332,1,3,140.08,46.69333333,49.88,13.47561625,0.288598292,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,8374.46,19,4,0.14048667,0.009107453,0.0,0.833678828,0.016727049,0.0,0.0,0.833678828,1,21.11,21.11,21.11,0.0,0.0,0.0,19,8374.46,440.7610526,124.11,625984.899,0.052631579,0.0,4,5541,0.035531664,0.25,1,CA,0.0,1,2,6,0.0,6898.64,0.0,6898.64,1475.82,0.14048667,0.0,537.55,638.95,26.98055556,68.63912698,,0.184471661,0.158389711
SYNID0100125047,CA,ON,LONDON,MALE,Married,RETIRED,,2/10/1958,12/13/1992,retired,0,,,,,,0.0,11737,11737,68.0,,0,1,0,0.0,0.0,0.0,0.0,0.0,0,1,526.91,526.91,526.91,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,6,2809.79,468.2983333,279.12,537.3515591,1.14745563,1,20,3718.25,185.9125,91.45,297.5906198,1.600702588,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,7054.95,27,3,0.0,0.074686568,0.0,0.398272135,0.527041297,0.0,0.0,0.527041297,3,640.71,213.57,152.19,47892.6724,0.0,0.0,24,6802.6,283.4416667,126.94,150130.0402,0.0,0.0,1,0,0.0,0.0,1,CA,0.0,1,2,0,456.55,2644.36,0.0,2644.36,4158.24,0.0,0.0,0.0,0.0,123.4280556,156.7106481,,,0.234047824
SYNID0100132893,CA,,other,MALE,Single,SELF_EMPLOYED,175730.0,4/17/1984,3/3/2006,self_employed,0,,,,,,0.0,6909,6909,42.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,71,3193.6,44.98028169,24.99,52.23529496,1.161293193,1,0,0.0,0.0,0.0,0.0,0.0,0,16,19382.57,1211.410625,453.965,1733.305369,1.430815722,1,77,24409.13,317.0016883,93.89,601.500152,1.897466714,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,46985.3,164,3,0.0,0.067970195,0.0,0.41252413,0.519505675,0.0,0.0,0.519505675,11,3292.9,299.3545455,91.92,403758.6885,0.090909091,0.0,160,46060.2,287.87625,46.92,569126.26,0.0125,0.025,27,5814,0.198666841,0.15942029,2,CA,0.016129032,3,8,0,2738.41,25333.43,0.0,25333.43,20726.77,0.0,0.0,0.0,0.0,13.27847222,27.38454167,,0.262107779,0.871156083
SYNID0100136442,CA,,other,MALE,Divorced,SELF_EMPLOYED,101030.0,3/14/1963,5/5/2019,self_employed,0,,,,,,0.0,2098,2098,63.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,196,11955.15,60.99566327,27.59,97.08636401,1.591692898,1,0,0.0,0.0,0.0,0.0,0.0,0,17,11394.17,670.2452941,256.93,1089.900889,1.626122404,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,23349.32,213,2,0.0,0.51201277,0.0,0.48798723,0.0,0.0,0.0,0.51201277,17,986.4,58.02352941,14.36,13958.3072,0.0,0.0,209,23256.27,111.2740191,32.47,127962.3656,0.019138756,0.028708134,46,5814,0.118829718,0.161458333,4,CA,0.01744186,4,7,0,0.0,10602.56,0.0,10602.56,12653.71,0.0,0.0,0.0,0.0,7.355277778,8.145363248,,0.230191725,0.439855691
SYNID0100163113,CA,ON,SCARBOROUGH,FEMALE,Married,RETIRED,11.0,3/27/1945,6/21/1997,retired,0,,,,,,0.0,10086,10086,81.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,15,6252.12,416.808,185.57,525.1197795,1.259860126,1,4,176.53,44.1325,33.32,41.70992478,0.945106776,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,6428.65,19,2,0.0,0.0,0.0,0.972540113,0.027459887,0.0,0.0,0.972540113,0,0.0,0.0,0.0,0.0,0.0,0.0,19,6428.65,338.35,143.47,239128.9294,0.0,0.0,0,,0.0,0.0,0,,0.0,0,2,14,0.0,3914.66,0.0,3914.66,2513.99,0.0,0.0,0.0,0.0,121.3780556,131.9124074,,584.4227273,0.221181834
SYNID0100165492,CA,AB,CALGARY,MALE,Married,OTHER,118236.0,8/12/1983,2/24/2015,other,0,,,,,,0.0,3629,3629,42.0,,0,0,2,300.0,150.0,150.0,70.71067812,0.471404521,1,54,1651.45,30.58240741,15.235,31.66835912,1.035509033,1,1,25.94,25.94,25.94,0.0,0.0,1,3,3073.52,1024.506667,1286.58,639.8740633,0.624567984,1,6,1488.33,248.055,170.53,260.5903805,1.050534682,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,6539.24,66,5,0.045876891,0.252544638,0.003966822,0.470011806,0.227599843,0.0,0.0,0.470011806,3,135.91,45.30333333,27.87,1922.086433,0.0,0.0,64,6533.86,102.0915625,21.05,66090.38059,0.046875,0.03125,18,5814,0.136124223,0.134615385,2,CA,0.020833333,1,4,3,0.0,2662.91,0.0,2662.91,3870.95,0.045914666,0.0,100.0,200.0,61.31055556,60.03462963,,0.055261173,0.150393831
SYNID0100188433,CA,,other,MALE,,64409,105069.0,7/20/1970,7/27/2020,Other customer and information services representatives,0,,,,,,0.0,1649,1649,55.0,Other customer and information services representatives,0,0,3,452.83,150.9433333,110.0,154.7811669,1.025425658,1,63,6267.77,99.4884127,26.0,213.5025439,2.146004124,1,0,0.0,0.0,0.0,0.0,0.0,0,28,12654.74,451.955,205.06,747.4602025,1.653837666,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,19375.34,94,3,0.023371461,0.32349213,0.0,0.653136409,0.0,0.0,0.0,0.653136409,5,1147.97,229.594,19.35,112225.5381,0.0,0.0,91,19263.8,211.6901099,52.96,225422.3749,0.032967033,0.076923077,26,5411,0.110948478,0.112903226,1,CA,0.0,2,4,1,0.0,11546.38,0.0,11546.38,7717.42,0.023506785,0.0,322.08,130.75,40.17777778,38.63946181,,0.183344279,0.50094396
SYNID0100194520,CA,,other,MALE,,OTHER,109281.0,7/21/1972,12/23/2020,other,0,,,,,,0.0,1500,1500,53.0,,0,0,13,6885.41,529.6469231,220.0,864.0390407,1.631349118,1,4,376.02,94.005,20.135,157.643393,1.676968172,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,3,712.08,237.36,67.41,325.6882529,1.372127793,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,7973.51,20,3,0.863535632,0.047158654,0.0,0.0,0.089305714,0.0,0.0,0.863535632,0,0.0,0.0,0.0,0.0,0.0,0.0,20,7973.51,398.6755,100.0,521990.6191,0.1,0.1,3,other,0.0,0.0,1,CA,0.0,0,1,7,0.0,5543.93,0.0,5543.93,2429.58,0.863535632,0.0,4863.65,2021.76,33.55388889,38.66729167,,0.07296337,0.183531131
SYNID0100197952,CA,,other,FEMALE,Widowed,RETIRED,,3/6/1943,12/8/2016,retired,0,,,,,,0.0,2976,2976,83.0,,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,13,6894.71,530.3623077,335.12,690.3429377,1.301644042,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,6894.71,13,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3,1860.44,620.1466667,542.08,19981.54293,0.0,0.0,12,6712.48,559.3733333,352.975,507962.2437,0.0,0.0,0,,0.0,0.0,0,,0.0,2,2,1,1860.44,5015.37,0.0,5015.37,1697.11,0.0,0.0,0.0,0.0,644.5166667,498.1324074,,,0.230947187
SYNID0100233347,CA,ON,LONDON,,Married,UNEMPLOYED,20674.0,6/29/1981,5/24/2009,unemployed,0,,,,,,0.0,5731,5731,45.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,8,2503.72,312.965,220.35,313.1397637,1.000558413,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,2503.72,8,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8,2503.72,312.965,220.35,98056.51163,0.0,0.0,0,,0.0,0.0,0,,0.0,0,1,15,0.0,1098.52,0.0,1098.52,1405.2,0.0,0.0,0.0,0.0,280.39375,280.39375,,0.121104769,0.212919466
SYNID0100238045,CA,NL,ST. JOHN'S,,Married,UNEMPLOYED,,12/15/1996,11/4/2020,unemployed,0,,,,,,0.0,1549,1549,29.0,,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,6,1221.86,203.6433333,32.34,370.3947448,1.818840512,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,1221.86,6,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5,1211.12,242.224,43.25,160326.8249,0.0,0.0,0,,0.0,0.0,0,,0.0,0,1,11,0.0,200.26,0.0,200.26,1010.86,0.0,0.0,0.0,0.0,347.2536111,347.2536111,,,0.102995153
SYNID0100244693,CA,,other,,Married,64409,48339.0,,3/2/2016,Other customer and information services representatives,0,,,,,,0.0,3257,3257,,Other customer and information services representatives,0,0,0,0.0,0.0,0.0,0.0,0.0,0,3,158.35,52.78333333,8.01,82.64120603,1.56566857,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,158.35,3,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,8.01,8.01,8.01,0.0,0.0,0.0,2,10.2,5.1,5.1,16.9362,0.0,0.0,1,5814,0.0,0.0,1,CA,0.0,1,1,0,0.0,0.0,0.0,0.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0,,0.00021101,0.000265245
SYNID0100247065,CA,AB,EDMONTON,FEMALE,Single,0,23278.0,8/13/1978,2/21/2024,Legislative and senior management occupations,0,,,,,,0.0,345,345,47.0,Legislative and senior management occupations,0,0,1,323.1,323.1,323.1,0.0,0.0,1,2,88.33,44.165,44.165,28.43276367,0.643784981,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,411.43,3,2,0.785309773,0.214690227,0.0,0.0,0.0,0.0,0.0,0.785309773,0,0.0,0.0,0.0,0.0,0.0,0.0,3,411.43,137.1433333,64.27,26339.12243,0.0,0.0,2,5814,0.0,0.0,1,CA,0.0,0,1,12,0.0,0.0,0.0,0.0,411.43,0.785309773,0.0,0.0,323.1,0.0,0.0,,0.017674628,0.0078852
SYNID0100255939,CA,,other,FEMALE,Unknown,OTHER,,6/15/1963,4/5/2011,other,0,,,,,,0.0,5050,5050,63.0,,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,9,4874.6,541.6222222,518.33,573.3186071,1.058521205,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,4874.6,9,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9,4874.6,541.6222222,518.33,328694.2252,0.0,0.0,0,,0.0,0.0,0,,0.0,0,2,27,0.0,3649.18,0.0,3649.18,1225.42,0.0,0.0,0.0,0.0,600.0,609.6,,,0.112201634
